,createTime,specificEnergy (kWh/kWp),plantid,dayEnergy (kWh),irradiation (Wh/msq),kWp,plant_nr
712,2019-11-23,0.04,100127,467.56,10.69776663,11689.0,Plant1
713,2019-11-24,0.07,100127,774.86,14.30402387,11069.42857142857,Plant1
714,2019-11-25,0.03,100127,270.85,8.35253814,9028.333333333334,Plant1
715,2019-11-26,0.07,100127,712.89,13.83485493,10184.142857142857,Plant1
716,2019-11-27,0.1,100127,1102.18,18.26527522,11021.8,Plant1
717,2019-11-28,0.17,100127,1781.34,26.23318893,10478.470588235294,Plant1
718,2019-11-29,0.99,100127,10467.32,171.358287,10573.050505050505,Plant1
719,2019-11-30,1.08,100127,11418.0,188.9569374,10572.22222222222,Plant1
721,2019-12-01,0.56,100127,5949.95,76.89621323,10624.910714285714,Plant1
722,2019-12-02,0.97,100127,10227.62,169.2280435,10543.938144329897,Plant1
723,2019-12-03,0.13,100127,1352.41,21.340964,10403.153846153846,Plant1
724,2019-12-04,0.34,100127,3584.74,47.96655874,10543.352941176468,Plant1
725,2019-12-05,0.4,100127,4218.38,58.29433736,10545.949999999999,Plant1
726,2019-12-06,0.11,100127,1208.35,19.63727582,10985.0,Plant1
727,2019-12-07,0.53,100127,5583.57,84.9987525,10535.037735849055,Plant1
728,2019-12-08,0.17,100127,1832.5,27.20838964,10779.411764705881,Plant1
729,2019-12-09,0.47,100127,5004.7,76.79707722,10648.297872340425,Plant1
730,2019-12-10,0.41,100127,4334.87,62.52081651,10572.853658536585,Plant1
731,2019-12-11,0.44,100127,4659.66,72.13827563,10590.136363636364,Plant1
732,2019-12-12,0.21,100127,2250.9,32.7304257,10718.57142857143,Plant1
733,2019-12-13,0.21,100127,2242.94,32.09799154,10680.666666666668,Plant1
734,2019-12-14,0.13,100127,1342.04,20.97682233,10323.384615384615,Plant1
735,2019-12-15,0.15,100127,1547.04,23.1784269,10313.6,Plant1
736,2019-12-16,0.11,100127,1145.46,18.76812783,10413.272727272728,Plant1
737,2019-12-17,0.04,100127,452.2,10.42605133,11305.0,Plant1
738,2019-12-18,0.55,100127,5849.1,97.65778196,10634.727272727272,Plant1
739,2019-12-19,0.4,100127,4194.73,59.30265925,10486.824999999999,Plant1
740,2019-12-20,0.14,100127,1486.89,22.50257605,10620.642857142857,Plant1
741,2019-12-21,0.31,100127,3317.49,48.675877,10701.58064516129,Plant1
742,2019-12-22,0.08,100127,837.21,15.06580633,10465.125,Plant1
743,2019-12-23,0.15,100127,1622.05,23.47932573,10813.666666666666,Plant1
744,2019-12-24,0.24,100127,2514.42,35.28174334,10476.75,Plant1
745,2019-12-25,0.33,100127,3513.36,53.39055125,10646.545454545454,Plant1
746,2019-12-26,0.74,100127,7870.11,135.7076597,10635.283783783783,Plant1
747,2019-12-27,0.2,100127,2154.33,30.14070875,10771.65,Plant1
748,2019-12-28,0.19,100127,2055.57,27.43226057,10818.789473684212,Plant1
749,2019-12-29,0.08,100127,878.71,15.15469999,10983.875,Plant1
750,2019-12-30,0.39,100127,4150.67,59.29256231,10642.74358974359,Plant1
751,2019-12-31,0.64,100127,6763.94,110.2973128,10568.65625,Plant1
753,2020-01-01,0.44,100127,4690.45,66.11562811,10660.113636363636,Plant1
754,2020-01-02,0.07,100127,737.97,13.70493659,10542.42857142857,Plant1
755,2020-01-03,0.39,100127,4117.11,55.87875026,10556.692307692307,Plant1
756,2020-01-04,0.85,100127,8955.79,154.1509031,10536.223529411765,Plant1
757,2020-01-05,0.25,100127,2692.95,36.97409723,10771.8,Plant1
758,2020-01-06,0.12,100127,1231.02,19.61290248,10258.5,Plant1
759,2020-01-07,0.36,100127,3819.39,50.86468371,10609.416666666666,Plant1
760,2020-01-08,0.45,100127,4771.72,62.38466512,10603.822222222223,Plant1
761,2020-01-09,0.05,100127,492.43,11.16012405,9848.6,Plant1
762,2020-01-10,0.13,100127,1354.7,20.86812152,10420.76923076923,Plant1
763,2020-01-11,0.07,100127,779.12,14.25351137,11130.285714285714,Plant1
764,2020-01-12,0.31,100127,3262.29,42.05913852,10523.516129032258,Plant1
765,2020-01-13,0.64,100127,6805.5,102.6536397,10633.59375,Plant1
766,2020-01-14,0.59,100127,6297.97,85.02014861,10674.525423728815,Plant1
767,2020-01-15,0.15,100127,1590.32,23.71554354,10602.133333333333,Plant1
768,2020-01-16,0.6,100127,6380.86,90.73134231,10634.766666666666,Plant1
769,2020-01-17,0.64,100127,6819.05,92.85306518,10654.765625,Plant1
770,2020-01-18,0.36,100127,3779.57,49.57591803,10498.805555555557,Plant1
771,2020-01-19,1.26,100127,13359.4,208.2368906,10602.698412698412,Plant1
772,2020-01-20,0.19,100127,2011.26,28.4634445,10585.578947368422,Plant1
773,2020-01-21,0.12,100127,1223.57,20.08919512,10196.416666666666,Plant1
774,2020-01-22,1.19,100127,12634.36,188.9977579,10617.10924369748,Plant1
775,2020-01-23,0.35,100127,3727.69,47.75709783,10650.542857142858,Plant1
776,2020-01-24,0.21,100127,2235.66,31.29229373,10646.0,Plant1
777,2020-01-25,0.49,100127,5162.86,64.13570523,10536.448979591836,Plant1
778,2020-01-26,0.18,100127,1875.38,27.40732334,10418.77777777778,Plant1
779,2020-01-27,0.53,100127,5569.92,70.85626787,10509.283018867924,Plant1
780,2020-01-28,0.47,100127,5030.83,64.22877081,10703.893617021276,Plant1
781,2020-01-29,0.79,100127,8422.66,110.7211441,10661.59493670886,Plant1
782,2020-01-30,0.36,100127,3790.64,48.84459487,10529.555555555555,Plant1
783,2020-01-31,0.43,100127,4542.01,57.33815746,10562.813953488372,Plant1
785,2020-02-01,0.34,100127,3588.85,46.42559283,10555.441176470587,Plant1
786,2020-02-02,1.3,100127,13765.53,187.6547951,10588.86923076923,Plant1
787,2020-02-03,0.39,100127,4145.21,54.14941817,10628.74358974359,Plant1
788,2020-02-04,0.63,100127,6678.56,85.50480695,10600.888888888889,Plant1
789,2020-02-05,1.63,100127,17305.68,226.9953918,10616.981595092026,Plant1
790,2020-02-06,0.67,100127,7108.39,88.3269989,10609.537313432837,Plant1
791,2020-02-07,0.36,100127,3854.89,49.88732239,10708.027777777777,Plant1
792,2020-02-08,0.78,100127,8251.17,102.7936736,10578.423076923076,Plant1
793,2020-02-09,0.08,100127,887.43,16.56410493,11092.875,Plant1
794,2020-02-10,0.66,100127,7038.99,86.68843897,10665.136363636362,Plant1
795,2020-02-11,0.4,100127,4261.61,54.64124996,10654.024999999998,Plant1
796,2020-02-12,0.56,100127,5899.31,71.95861463,10534.482142857143,Plant1
797,2020-02-13,1.59,100127,16816.01,208.0603584,10576.106918238993,Plant1
798,2020-02-14,0.82,100127,8732.91,106.8762912,10649.890243902439,Plant1
799,2020-02-15,0.32,100127,3350.04,44.34889052,10468.875,Plant1
800,2020-02-16,0.41,100127,4356.21,55.15988685,10624.90243902439,Plant1
801,2020-02-17,0.44,100127,4713.62,59.40274452,10712.772727272726,Plant1
802,2020-02-18,1.51,100127,16038.43,192.2297778,10621.476821192053,Plant1
803,2020-02-19,1.62,100127,17219.71,204.7478576,10629.45061728395,Plant1
804,2020-02-20,0.5,100127,5298.51,65.16979779,10597.02,Plant1
805,2020-02-21,1.12,100127,11885.75,144.3914218,10612.276785714284,Plant1
806,2020-02-22,0.83,100127,8783.83,102.5327115,10582.927710843374,Plant1
807,2020-02-23,1.08,100127,11492.34,134.1979389,10641.055555555555,Plant1
808,2020-02-24,0.8,100127,8474.38,99.63717404,10592.974999999999,Plant1
809,2020-02-25,0.65,100127,6874.8,82.81305445,10576.615384615385,Plant1
810,2020-02-26,0.53,100127,5668.64,105.3956969,10695.547169811322,Plant1
811,2020-02-27,2.09,100127,22191.67,247.9478779,10618.023923444976,Plant1
812,2020-02-28,2.39,100127,25372.32,278.8326962,10616.033472803347,Plant1
813,2020-02-29,0.55,100127,5848.68,71.06943698,10633.963636363636,Plant1
815,2020-03-01,1.98,100127,5626.73,61.0994377,2841.782828282828,Plant1
816,2020-03-02,3.0,100127,8529.73,91.98615382,2843.2433333333333,Plant1
817,2020-03-03,0.52,100127,1488.55,18.36525554,2862.596153846154,Plant1
818,2020-03-04,2.61,100127,7425.44,80.1043557,2844.9961685823755,Plant1
819,2020-03-05,2.4,100127,6820.41,73.28840512,2841.8375,Plant1
820,2020-03-06,1.21,100127,3454.71,38.81694026,2855.132231404959,Plant1
821,2020-03-07,1.9,100127,5410.38,57.42808284,2847.568421052632,Plant1
822,2020-03-08,0.35,100127,1006.67,13.10734506,2876.2000000000003,Plant1
823,2020-03-09,1.58,100127,4497.19,49.84007944,2846.322784810126,Plant1
824,2020-03-10,0.63,100127,1798.3,21.47034426,2854.4444444444443,Plant1
825,2020-03-11,4.5,100127,12807.57,135.7493891,2846.1266666666666,Plant1
826,2020-03-12,1.89,100127,5388.16,59.07833612,2850.878306878307,Plant1
827,2020-03-13,2.69,100127,7641.63,84.62954512,2840.754646840149,Plant1
828,2020-03-14,4.99,100127,14192.27,146.6122351,2844.142284569138,Plant1
829,2020-03-15,0.47,100127,1346.34,16.90698366,2864.553191489362,Plant1
830,2020-03-16,2.34,100127,6664.47,75.987294,2848.064102564103,Plant1
831,2020-03-17,1.05,100127,2976.5,34.23520058,2834.7619047619046,Plant1
832,2020-03-18,1.29,100127,3678.2,41.3620371,2851.317829457364,Plant1
833,2020-03-19,4.27,100127,12142.65,135.4487496,2843.7119437939114,Plant1
834,2020-03-20,4.71,100127,13379.29,140.210544,2840.6135881104037,Plant1
835,2020-03-21,4.75,100127,13502.15,144.7780429,2842.557894736842,Plant1
836,2020-03-22,4.66,100127,49341.37,539.3346586,10588.276824034336,Plant1
837,2020-03-23,5.45,100127,57739.88,609.8336635,10594.473394495411,Plant1
838,2020-03-24,4.92,100127,52114.3,540.0527346,10592.337398373984,Plant1
839,2020-03-25,5.49,100127,58208.6,615.9391336,10602.659380692166,Plant1
840,2020-03-26,5.53,100127,58584.3,610.8687277,10593.905967450271,Plant1
841,2020-03-27,5.51,100127,58436.44,605.8303947,10605.524500907442,Plant1
842,2020-03-28,4.67,100127,49533.54,546.6143153,10606.75374732334,Plant1
843,2020-03-29,4.96,100127,52559.06,578.7343903,10596.584677419354,Plant1
844,2020-03-30,5.63,100127,59621.35,652.8943173,10589.9378330373,Plant1
845,2020-03-31,3.37,100127,35701.16,386.3566978,10593.816023738873,Plant1
847,2020-04-01,2.07,100127,21902.15,243.7743786,10580.748792270533,Plant1
848,2020-04-02,2.0,100127,21205.96,235.2054762,10602.98,Plant1
849,2020-04-03,4.86,100127,51510.1,609.5950388,10598.786008230452,Plant1
850,2020-04-04,3.85,100127,40822.24,453.0414381,10603.17922077922,Plant1
851,2020-04-05,5.83,100127,61741.51,666.5823711,10590.310463121785,Plant1
852,2020-04-06,5.78,100127,61276.09,653.0892484,10601.399653979237,Plant1
853,2020-04-07,5.79,100127,61374.34,670.021835,10600.058721934369,Plant1
854,2020-04-08,4.26,100127,45160.38,493.859107,10601.028169014084,Plant1
855,2020-04-09,5.92,100127,62742.7,700.2081282,10598.429054054053,Plant1
856,2020-04-10,5.59,100127,59255.72,653.4490193,10600.307692307693,Plant1
857,2020-04-11,1.34,100127,14245.21,163.9838853,10630.753731343282,Plant1
858,2020-04-12,5.15,100127,54631.66,601.4177279,10608.08932038835,Plant1
859,2020-04-13,5.24,100127,55542.57,653.4406598,10599.727099236641,Plant1
860,2020-04-14,5.65,100127,59884.79,689.2815258,10599.077876106194,Plant1
861,2020-04-15,5.37,100127,56948.05,648.540925,10604.851024208567,Plant1
862,2020-04-16,4.99,100127,52912.25,605.5328278,10603.657314629258,Plant1
863,2020-04-17,5.62,100127,59582.34,651.7962522,10601.839857651245,Plant1
864,2020-04-18,5.95,100127,63050.89,687.8541391,10596.788235294118,Plant1
865,2020-04-19,6.31,100127,66928.1,735.4314067,10606.671949286849,Plant1
866,2020-04-20,6.26,100127,66318.01,724.404687,10593.931309904154,Plant1
867,2020-04-21,6.32,100127,66929.8,733.3461561,10590.158227848102,Plant1
868,2020-04-22,6.36,100127,67369.42,735.3861012,10592.67610062893,Plant1
869,2020-04-23,6.22,100127,65954.5,719.1214309,10603.617363344052,Plant1
870,2020-04-24,4.89,100127,51875.12,573.2469851,10608.408997955012,Plant1
871,2020-04-25,4.74,100127,50222.51,556.4618355,10595.466244725738,Plant1
872,2020-04-26,3.66,100127,38790.54,456.8635519,10598.508196721312,Plant1
873,2020-04-27,0.66,100127,6946.33,85.79003788,10524.742424242424,Plant1
874,2020-04-28,3.74,100127,39652.93,449.8669297,10602.387700534759,Plant1
875,2020-04-29,3.51,100127,37185.61,401.6496587,10594.190883190884,Plant1
876,2020-04-30,1.32,100127,13993.36,159.683307,10601.030303030302,Plant1
878,2020-05-01,2.91,100127,30790.66,327.9521923,10580.982817869415,Plant1
879,2020-05-02,2.95,100127,31230.6,342.8589396,10586.64406779661,Plant1
880,2020-05-03,5.8,100127,61447.08,735.3738994,10594.324137931035,Plant1
881,2020-05-04,5.7,100127,60397.68,724.9898005,10596.084210526316,Plant1
882,2020-05-05,5.65,100127,59832.09,702.6106014,10589.750442477874,Plant1
883,2020-05-06,5.96,100127,63114.21,743.5234796,10589.632550335571,Plant1
884,2020-05-07,6.57,100127,69611.86,796.5495536,10595.412480974124,Plant1
885,2020-05-08,5.18,100127,54919.24,612.0423617,10602.169884169884,Plant1
886,2020-05-09,5.71,100127,60492.91,691.2126698,10594.204903677759,Plant1
887,2020-05-10,3.27,100127,34661.48,374.8934653,10599.840978593273,Plant1
888,2020-05-11,6.07,100127,64287.54,775.8644329,10591.028006589786,Plant1
889,2020-05-12,4.55,100127,48237.58,509.3042989,10601.665934065935,Plant1
890,2020-05-13,5.45,100127,57775.16,669.9927517,10600.946788990826,Plant1
891,2020-05-14,5.32,100127,56387.97,643.6169866,10599.242481203008,Plant1
892,2020-05-15,4.79,100127,50753.5,607.1697817,10595.720250521921,Plant1
893,2020-05-16,3.09,100127,32732.78,359.6389592,10593.132686084142,Plant1
894,2020-05-17,3.6,100127,38130.75,440.3719664,10591.875,Plant1
895,2020-05-18,1.56,100127,16564.62,188.5754169,10618.346153846152,Plant1
896,2020-05-19,5.28,100127,55984.81,699.9215594,10603.183712121212,Plant1
897,2020-05-20,6.77,100127,71760.95,808.7697659,10599.844903988183,Plant1
898,2020-05-21,6.3,100127,66800.09,741.5990689,10603.188888888888,Plant1
899,2020-05-22,3.1,100127,32903.83,355.1608653,10614.13870967742,Plant1
900,2020-05-23,5.3,100127,56161.91,674.4835112,10596.586792452832,Plant1
901,2020-05-24,2.12,100127,22441.94,251.0077506,10585.82075471698,Plant1
902,2020-05-25,3.42,100127,36198.39,414.5055249,10584.32456140351,Plant1
903,2020-05-26,5.6,100127,59384.3,663.5017179,10604.339285714286,Plant1
904,2020-05-27,5.31,100127,56326.23,602.6135336,10607.576271186443,Plant1
905,2020-05-28,6.65,100127,70472.38,815.7548134,10597.35037593985,Plant1
906,2020-05-29,7.02,100127,74376.31,836.9650757,10594.915954415954,Plant1
907,2020-05-30,6.83,100127,72374.69,813.8667317,10596.58711566618,Plant1
908,2020-05-31,6.81,100127,72140.59,806.9695681,10593.331864904552,Plant1
910,2020-06-01,6.89,100127,73055.48,799.2759063,10603.117561683599,Plant1
911,2020-06-02,6.44,100127,68204.02,738.602366,10590.686335403727,Plant1
912,2020-06-03,4.56,100127,48306.91,552.6967648,10593.62061403509,Plant1
913,2020-06-04,2.23,100127,23667.36,264.9613798,10613.165919282512,Plant1
914,2020-06-05,4.52,100127,47851.74,588.408302,10586.668141592922,Plant1
915,2020-06-06,4.1,100127,43464.03,486.931107,10600.982926829269,Plant1
916,2020-06-07,4.43,100127,46980.25,532.6175572,10605.022573363432,Plant1
917,2020-06-08,4.3,100127,45562.02,496.8893477,10595.818604651162,Plant1
918,2020-06-09,3.99,100127,42253.34,457.2124852,10589.809523809523,Plant1
919,2020-06-10,5.83,100127,61826.84,666.4516077,10604.946826758147,Plant1
920,2020-06-11,5.01,100127,53058.71,610.1257496,10590.560878243514,Plant1
921,2020-06-12,1.77,100127,18807.16,213.5211278,10625.514124293784,Plant1
922,2020-06-13,2.26,100127,23920.73,266.5203112,10584.393805309735,Plant1
923,2020-06-14,6.92,100127,73304.93,833.7270761,10593.197976878611,Plant1
924,2020-06-15,7.03,100127,74522.1,811.704655,10600.583214793742,Plant1
925,2020-06-16,6.87,100127,72782.43,786.6708934,10594.240174672488,Plant1
926,2020-06-17,3.76,100127,39866.61,416.9674858,10602.821808510638,Plant1
927,2020-06-18,4.64,100127,49138.28,524.2479314,10590.146551724138,Plant1
928,2020-06-19,1.78,100127,18817.39,213.4095395,10571.567415730337,Plant1
929,2020-06-20,1.22,100127,12907.3,152.2243383,10579.754098360656,Plant1
930,2020-06-21,6.09,100127,64533.04,745.6517086,10596.55829228243,Plant1
931,2020-06-22,5.57,100127,59077.74,720.5267814,10606.416517055655,Plant1
932,2020-06-23,6.71,100127,71092.01,787.2389372,10594.934426229507,Plant1
933,2020-06-24,6.72,100127,71192.64,762.9424386,10594.142857142857,Plant1
934,2020-06-25,6.8,100127,72031.78,789.7000969,10592.908823529411,Plant1
935,2020-06-26,6.46,100127,68421.51,747.8081709,10591.565015479875,Plant1
936,2020-06-27,4.44,100127,47032.53,532.516713,10592.912162162162,Plant1
937,2020-06-28,3.03,100127,32131.48,355.3155565,10604.44884488449,Plant1
938,2020-06-29,4.59,100127,48690.71,578.7325134,10607.997821350762,Plant1
939,2020-06-30,3.29,100127,34899.14,413.3195356,10607.641337386018,Plant1
941,2020-07-01,3.55,100127,37572.5,411.2092815,10583.802816901409,Plant1
942,2020-07-02,5.72,100127,60636.41,718.1326767,10600.77097902098,Plant1
943,2020-07-03,2.92,100127,30988.41,341.4921526,10612.469178082192,Plant1
944,2020-07-04,1.49,100127,15753.48,184.789777,10572.805369127516,Plant1
945,2020-07-05,3.07,100127,32578.29,380.4684337,10611.820846905539,Plant1
946,2020-07-06,4.28,100127,45325.93,519.2106959,10590.170560747663,Plant1
947,2020-07-07,4.06,100127,42993.33,511.3949509,10589.490147783252,Plant1
948,2020-07-08,4.67,100127,49509.5,577.0749261,10601.605995717346,Plant1
949,2020-07-09,5.67,100127,60125.78,692.2217708,10604.194003527336,Plant1
950,2020-07-10,4.61,100127,48812.13,526.7548097,10588.314533622559,Plant1
951,2020-07-11,4.96,100127,52544.23,605.008928,10593.594758064517,Plant1
952,2020-07-12,3.29,100127,34821.96,382.1107322,10584.182370820668,Plant1
953,2020-07-13,4.95,100127,52501.32,611.2774191,10606.327272727272,Plant1
954,2020-07-14,1.81,100127,19213.64,218.4727191,10615.270718232043,Plant1
955,2020-07-15,3.25,100127,34411.87,378.5216549,10588.267692307692,Plant1
956,2020-07-16,3.24,100127,34352.13,379.5212573,10602.509259259257,Plant1
957,2020-07-17,4.9,100127,51900.75,589.7281677,10591.989795918367,Plant1
958,2020-07-18,3.95,100127,41849.9,478.1342076,10594.911392405063,Plant1
959,2020-07-19,1.87,100127,19821.85,221.6508869,10599.919786096256,Plant1
960,2020-07-20,5.38,100127,57068.46,655.9190596,10607.520446096654,Plant1
961,2020-07-21,6.1,100127,64696.16,763.2867049,10605.927868852461,Plant1
962,2020-07-22,5.8,100127,61468.87,717.1698576,10598.081034482759,Plant1
963,2020-07-23,3.28,100127,34721.09,385.5101657,10585.698170731706,Plant1
964,2020-07-24,3.2,100127,33892.56,393.7999815,10591.425,Plant1
965,2020-07-25,4.06,100127,43021.39,476.0679738,10596.401477832513,Plant1
966,2020-07-26,3.07,100127,32492.67,354.6002209,10583.931596091204,Plant1
967,2020-07-27,3.64,100127,38603.84,432.229144,10605.450549450548,Plant1
968,2020-07-28,3.98,100127,42195.74,487.1422623,10601.94472361809,Plant1
969,2020-07-29,2.75,100127,29110.41,322.2429664,10585.603636363636,Plant1
970,2020-07-30,3.35,100127,35533.81,390.9525267,10607.107462686567,Plant1
971,2020-07-31,5.39,100127,57118.16,641.8519654,10597.061224489797,Plant1
973,2020-08-01,5.84,100127,61843.05,685.4545414,10589.563356164384,Plant1
974,2020-08-02,3.19,100127,33766.42,386.6109526,10585.084639498433,Plant1
975,2020-08-03,4.3,100127,45610.19,491.6470655,10607.020930232558,Plant1
976,2020-08-04,4.7,100127,49839.47,583.3352953,10604.142553191488,Plant1
977,2020-08-05,1.71,100127,18133.02,205.4776848,10604.105263157895,Plant1
978,2020-08-06,3.93,100127,41641.0,441.6526413,10595.674300254452,Plant1
979,2020-08-07,6.15,100127,65173.12,680.0899222,10597.255284552846,Plant1
980,2020-08-08,4.78,100127,50662.34,531.9142667,10598.815899581588,Plant1
981,2020-08-09,5.17,100127,54781.52,578.0144246,10596.038684719535,Plant1
982,2020-08-10,5.14,100127,54475.83,587.0144325,10598.410505836577,Plant1
983,2020-08-11,5.88,100127,62313.49,652.6676553,10597.53231292517,Plant1
984,2020-08-12,6.03,100127,63938.07,679.8718155,10603.328358208955,Plant1
985,2020-08-13,6.07,100127,64349.23,677.0261946,10601.191103789128,Plant1
986,2020-08-14,5.96,100127,63115.48,659.7686079,10589.845637583892,Plant1
987,2020-08-15,5.61,100127,59417.94,626.9345283,10591.433155080214,Plant1
988,2020-08-16,5.86,100127,62082.35,648.0492113,10594.257679180886,Plant1
989,2020-08-17,5.87,100127,62256.51,653.7155075,10605.879045996593,Plant1
990,2020-08-18,2.96,100127,31348.46,346.4967205,10590.695945945945,Plant1
991,2020-08-19,3.99,100127,42297.12,481.1768251,10600.781954887218,Plant1
992,2020-08-20,0.93,100127,9902.25,120.6627153,10647.58064516129,Plant1
993,2020-08-21,2.9,100127,30718.73,345.5595293,10592.66551724138,Plant1
994,2020-08-22,3.75,100127,39702.61,455.9954279,10587.362666666666,Plant1
995,2020-08-23,3.36,100127,35615.95,411.3781629,10599.985119047618,Plant1
996,2020-08-24,3.42,100127,36254.06,399.7956645,10600.602339181287,Plant1
997,2020-08-25,4.44,100127,47037.84,544.619382,10594.108108108107,Plant1
998,2020-08-26,2.35,100127,24952.93,291.5216615,10618.268085106383,Plant1
999,2020-08-27,2.69,100127,28468.28,313.9009615,10583.003717472118,Plant1
1000,2020-08-28,1.38,100127,14651.04,168.6961633,10616.695652173914,Plant1
1001,2020-08-29,2.52,100127,26711.48,298.8662687,10599.79365079365,Plant1
1002,2020-08-30,3.8,100127,40303.73,444.4026684,10606.244736842107,Plant1
1003,2020-08-31,5.7,100127,60452.84,645.320553,10605.761403508772,Plant1
1005,2020-09-01,5.3,100127,56188.99,615.1669356,10601.696226415093,Plant1
1006,2020-09-02,5.46,100127,57825.06,625.9930144,10590.670329670329,Plant1
1007,2020-09-03,2.34,100127,24847.37,269.4150015,10618.534188034188,Plant1
1008,2020-09-04,3.36,100127,35631.12,402.332257,10604.500000000002,Plant1
1009,2020-09-05,3.71,100127,39352.39,446.6160195,10607.11320754717,Plant1
1010,2020-09-06,4.33,100127,45845.12,520.1180184,10587.78752886836,Plant1
1011,2020-09-07,3.91,100127,41424.8,456.921818,10594.57800511509,Plant1
1012,2020-09-08,3.83,100127,40588.17,464.7170493,10597.433420365534,Plant1
1013,2020-09-09,2.22,100127,23564.4,265.797618,10614.594594594595,Plant1
1014,2020-09-10,4.13,100127,43753.41,482.7179515,10594.046004842616,Plant1
1015,2020-09-11,2.01,100127,21331.81,238.8423011,10612.840796019902,Plant1
1016,2020-09-12,1.57,100127,16680.82,184.098006,10624.72611464968,Plant1
1017,2020-09-13,0.86,100127,9144.64,108.4364557,10633.302325581395,Plant1
1018,2020-09-14,4.66,100127,49340.83,520.5508927,10588.160944206009,Plant1
1019,2020-09-15,4.25,100127,45029.19,472.7188398,10595.103529411765,Plant1
1020,2020-09-16,2.99,100127,31648.1,340.7232339,10584.648829431437,Plant1
1021,2020-09-17,5.02,100127,53157.96,558.422444,10589.235059760957,Plant1
1022,2020-09-18,5.02,100127,53201.53,559.0028009,10597.914342629483,Plant1
1023,2020-09-19,2.43,100127,25726.11,275.2956689,10586.876543209875,Plant1
1024,2020-09-20,1.47,100127,15589.57,171.7969982,10605.149659863946,Plant1
1025,2020-09-21,3.16,100127,33439.84,362.376241,10582.227848101264,Plant1
1026,2020-09-22,4.35,100127,46152.14,491.7865661,10609.68735632184,Plant1
1027,2020-09-23,3.13,100127,33174.55,358.9326802,10598.897763578276,Plant1
1028,2020-09-24,3.49,100127,37040.81,405.066152,10613.412607449856,Plant1
1029,2020-09-25,0.83,100127,8828.68,105.631681,10636.963855421687,Plant1
1030,2020-09-26,0.78,100127,8317.72,99.93030368,10663.743589743588,Plant1
1031,2020-09-27,2.35,100127,24895.94,271.4478011,10594.017021276595,Plant1
1032,2020-09-28,0.75,100127,7958.42,96.33888232,10611.226666666667,Plant1
1033,2020-09-29,1.38,100127,14668.2,165.6664792,10629.13043478261,Plant1
1034,2020-09-30,1.05,100127,11144.36,129.8178904,10613.67619047619,Plant1
1036,2020-10-01,1.71,100127,18159.85,208.2212289,10619.795321637426,Plant1
1037,2020-10-02,0.67,100127,7085.49,85.73930439,10575.358208955224,Plant1
1038,2020-10-03,0.79,100127,8397.45,100.0595927,10629.683544303798,Plant1
1039,2020-10-04,1.39,100127,14710.49,162.7463656,10583.086330935252,Plant1
1040,2020-10-05,2.52,100127,26696.24,287.3792305,10593.746031746032,Plant1
1041,2020-10-06,1.19,100127,12581.21,143.7057605,10572.44537815126,Plant1
1042,2020-10-07,1.86,100127,19667.42,220.7748473,10573.881720430107,Plant1
1043,2020-10-08,0.66,100127,7032.14,85.4175703,10654.757575757576,Plant1
1044,2020-10-09,1.73,100127,18312.78,205.0156611,10585.421965317919,Plant1
1045,2020-10-10,3.09,100127,32749.2,349.0456133,10598.446601941749,Plant1
1046,2020-10-11,2.97,100127,31470.63,341.9654111,10596.171717171717,Plant1
1047,2020-10-12,1.53,100127,16220.85,185.4113537,10601.862745098038,Plant1
1048,2020-10-13,2.67,100127,28263.72,311.50193,10585.662921348316,Plant1
1049,2020-10-14,1.45,100127,15381.29,177.3176903,10607.786206896553,Plant1
1050,2020-10-15,1.82,100127,19338.67,217.9788973,10625.642857142855,Plant1
1051,2020-10-16,2.81,100127,29728.48,337.3128994,10579.53024911032,Plant1
1052,2020-10-17,2.99,100127,31704.62,352.7544024,10603.551839464883,Plant1
1053,2020-10-18,2.61,100127,27679.96,315.4525286,10605.348659003832,Plant1
1054,2020-10-19,2.73,100127,28976.35,335.5381602,10614.047619047618,Plant1
1055,2020-10-20,0.57,100127,6075.66,74.28002061,10659.052631578948,Plant1
1056,2020-10-21,0.3,100127,3143.72,42.24246686,10479.066666666666,Plant1
1057,2020-10-22,0.88,100127,9339.73,112.831792,10613.329545454544,Plant1
1058,2020-10-23,1.25,100127,13255.87,157.0315399,10604.696,Plant1
1059,2020-10-24,1.41,100127,14991.7,180.474783,10632.411347517731,Plant1
1060,2020-10-25,0.31,100127,3267.58,43.19753608,10540.58064516129,Plant1
1061,2020-10-26,0.57,100127,6060.03,73.64697372,10631.631578947368,Plant1
1062,2020-10-27,0.73,100127,7742.11,97.13420898,10605.630136986301,Plant1
1063,2020-10-28,1.73,100127,18337.22,229.6115008,10599.549132947977,Plant1
1064,2020-10-29,1.56,100127,16510.2,211.2651299,10583.461538461539,Plant1
1065,2020-10-30,0.35,100127,3740.12,48.77782019,10686.057142857144,Plant1
1067,2018-01-01,0.17,100128,618.57,52.119145928,3638.6470588235293,Plant2
1068,2018-01-02,0.64,100128,2292.12,131.79516622,3581.4374999999995,Plant2
1069,2018-01-03,0.07,100128,259.01,24.632843182,3700.142857142857,Plant2
1070,2018-01-04,0.13,100128,470.36,33.977439786000005,3618.153846153846,Plant2
1071,2018-01-05,0.2,100128,728.87,53.600736068,3644.35,Plant2
1072,2018-01-06,0.75,100128,2686.33,140.52976089999999,3581.773333333333,Plant2
